game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,category,mechanic,average_rating,users_rated,category_count,mechanic_count,has_expansion,binned_playtime,binned_mechanics,binned_min_age,binned_category,len_description,description_sentiment
124052,5,60,13,2,60,Cinque Terre,60,farming,action point allowance system,7.06721,958,2,3,0,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Real-life/Simulation,555,0.11256587615283263
124172,8,30,8,2,30,Tsuro of the Seas,30,abstract strategy,dice rolling,6.6257,3572,2,4,1,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,284,-0.04914450628736343
124290,5,15,10,3,15,Open Sesame,15,arabian,memory,6.16599,137,2,2,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,111,-0.040625000000000015
124356,4,60,10,2,60,Richelieu,60,bluffing,area control / area influence,6.86243,115,2,1,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,298,0.05921052631578947
124361,5,100,13,2,100,Concordia,100,ancient,card drafting,7.97904,9947,3,4,1,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),History/War,303,-0.03311821922933035
124372,6,20,7,3,20,Le Petit Poucet,20,memory,co-operative play,6.03727,55,2,2,0,Short (0-30 minutes),Cooperative & Social Mechanics,Middle Childhood (7-9),Children's/Family,70,0.04380952380952381
124380,10,30,14,4,30,Ladies & Gentlemen,30,humor,card drafting,6.59091,1105,4,4,0,Short (0-30 minutes),Strategic Mechanics,Teen (13+),Entertainment/Pop Culture,110,0.15937500000000002
124390,4,15,7,1,15,"Goblins Drool, Fairies Rule!",15,card game,hand management,6.19601,566,5,3,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,333,-0.022987528344671205
124393,2,30,12,2,30,Cavemen Playing With Fire,30,bluffing,grid movement,5.77946,56,4,5,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Social/Party,252,0.1373015873015873
124490,4,60,13,2,60,Aztlán,60,ancient,area control / area influence,6.44826,310,2,2,0,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),History/War,320,0.109375
124545,4,30,12,2,30,Town Center,30,abstract strategy,area control / area influence,6.46466,322,3,1,1,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Strategy,216,0.09066666666666666
124548,4,45,15,2,45,The Doom That Came To Atlantic City,45,horror,dice rolling,6.06141,241,2,5,0,Medium (31-60 minutes),Action & Movement Mechanics,Teen (13+),Horror,225,0.17148736037624926
124589,6,15,10,2,15,Flame War,15,card game,hand management,5.61742,66,2,1,0,Short (0-30 minutes),Other,Pre-Teen (10-12),Unknown/Miscellaneous,117,-0.14664021164021163
124590,4,30,8,2,30,Call to Glory,30,card game,hand management,6.61696,420,1,2,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,162,-0.011764705882352944
124622,1,60,13,1,60,In Magnificent Style,60,american civil war,chit-pull system,7.34701,184,2,3,0,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),History/War,199,0.060584886128364386
124647,5,30,6,2,30,Top This! A Pizza Flicking Game,30,action / dexterity,area control / area influence,5.79215,107,2,3,1,Short (0-30 minutes),Action & Movement Mechanics,Early Childhood (4-6),Unknown/Miscellaneous,91,0.12083333333333333
124648,4,120,13,2,120,I Am Vlad: Prince of Wallachia,120,adventure,card drafting,4.67816,87,4,5,1,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),Fantasy/Adventure,187,-0.07115384615384618
124668,5,90,10,2,60,The Dwarves,90,fantasy,co-operative play,6.87403,439,3,2,1,Long (61-120 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Fantasy/Adventure,305,-0.02567833951762522
124706,4,30,8,2,30,Guts of Glory,30,card game,hand management,6.328,140,2,1,1,Short (0-30 minutes),Other,Middle Childhood (7-9),Unknown/Miscellaneous,86,0.3818181818181818
124708,4,120,7,1,120,Mice and Mystics,120,adventure,area movement,7.47734,10804,6,5,1,Long (61-120 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Fantasy/Adventure,383,0.0010381593714926982
124742,2,45,14,2,45,Android: Netrunner,45,bluffing,action point allowance system,8.0044,20271,4,4,1,Medium (31-60 minutes),Game Structure Mechanics,Teen (13+),Social/Party,351,0.007373479694908258
124759,2,30,13,2,30,Famous 500: The World's Smallest Car Racing Game,30,card game,card drafting,6.50545,66,3,4,0,Short (0-30 minutes),Strategic Mechanics,Teen (13+),Unknown/Miscellaneous,211,0.12320261437908497
124827,6,120,10,1,60,Space Cadets: Away Missions,120,adventure,action point allowance system,7.60566,483,6,5,1,Long (61-120 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Fantasy/Adventure,383,0.11348039215686274
124833,6,60,16,2,60,Tentacle Bento,60,card game,set collection,5.41825,233,2,1,1,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Unknown/Miscellaneous,134,-0.002655122655122666
124839,3,60,12,1,60,Hoplomachus: The Lost Cities,60,dice,area enclosure,7.86183,219,2,4,1,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Children's/Family,168,-0.15875000000000003
124847,2,20,12,2,20,1911 Amundsen vs Scott,20,card game,card drafting,6.92356,590,2,1,1,Short (0-30 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,321,-0.005400733525733526
124881,6,75,14,2,75,Swordfish,75,economic,pick-up and deliver,6.0127,126,4,6,0,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),Strategy,197,0.2548245614035088
124958,5,90,12,3,60,1984: Animal Farm,90,animals,area control / area influence,5.69565,69,5,2,1,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,211,-0.002901635401635394
124960,4,60,15,2,60,3012,60,card game,deck / pool building,5.55,235,2,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Unknown/Miscellaneous,283,0.07083333333333332
124965,2,90,12,2,90,Dungeon Command: Heart of Cormyr,90,card game,action point allowance system,7.35743,773,3,4,1,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,277,-0.19714285714285715
124968,4,90,12,2,90,Dungeon Command: Tyranny of Goblins,90,card game,action point allowance system,7.40065,571,3,4,1,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,278,-0.19714285714285715
124969,2,90,12,2,90,Dungeon Command: Curse of Undeath,90,card game,action point allowance system,7.52432,588,3,4,1,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,271,-0.19714285714285715
124991,6,45,14,1,45,Legend: History of 1000 Miglia,45,racing,action point allowance system,7.7071,62,2,3,1,Medium (31-60 minutes),Game Structure Mechanics,Teen (13+),Real-life/Simulation,279,0.05124521072796936
125022,2,20,8,2,10,Stratopolis,20,abstract strategy,area control / area influence,6.68919,74,1,1,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Strategy,245,-0.042798353909465014
125028,5,20,8,1,10,Colorpop,20,abstract strategy,pattern building,5.69,321,4,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Strategy,256,-0.03806584362139917
125046,4,60,8,2,45,Fantastiqa,60,adventure,deck / pool building,7.08651,878,2,6,1,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Fantasy/Adventure,332,0.10771728271728273
125050,5,90,13,2,90,Pay Dirt,90,environmental,auction/bidding,6.90673,511,2,3,1,Long (61-120 minutes),Strategic Mechanics,Teen (13+),Strategy,191,0.03940058479532162
125061,4,15,6,2,15,Super Tooth,15,card game,set collection,6.23393,84,3,1,1,Short (0-30 minutes),Card & Pool Mechanics,Early Childhood (4-6),Unknown/Miscellaneous,69,0.06419753086419751
125148,4,45,18,2,45,Lap Dance,45,dice,acting,5.70846,322,3,6,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Teen (13+),Children's/Family,93,0.4246753246753246
125153,4,150,13,1,60,The Gallerist,150,economic,commodity speculation,8.06013,3630,1,3,1,Very Long (121-240 minutes),Strategic Mechanics,Teen (13+),Strategy,168,0.24507575757575753
125311,2,10,7,2,10,Niya,10,abstract strategy,pattern building,6.68037,860,1,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Strategy,273,0.03945578231292517
125315,7,10,6,2,10,FlowerFall,10,action / dexterity,area control / area influence,6.0811,701,3,2,0,Short (0-30 minutes),Strategic Mechanics,Early Childhood (4-6),Unknown/Miscellaneous,89,-0.0009920634920635024
125318,2,120,0,2,120,Swords of Sovereignty: Bouvines 1214 – Worringen 1288,120,medieval,hex-and-counter,7.954,50,2,1,0,Long (61-120 minutes),Unique Mechanics,Toddler (0-3),Fantasy/Adventure,159,0.0115151515151515
125326,2,60,12,2,60,Sedition Wars: Battle for Alabaster,60,horror,dice rolling,5.8523,252,3,3,0,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Horror,161,0.014015151515151507
125368,8,10,6,2,10,Dino Hunt Dice,10,animals,dice rolling,5.8728,379,5,2,0,Short (0-30 minutes),Strategic Mechanics,Early Childhood (4-6),Children's/Family,112,-0.07038690476190478
125395,6,60,13,2,60,Zombies!!! The Card Game,60,card game,dice rolling,5.09085,71,5,2,0,Medium (31-60 minutes),Cooperative & Social Mechanics,Teen (13+),Unknown/Miscellaneous,168,0.049999999999999996
125547,6,30,10,4,30,Grimoire Shuffle,30,card game,modular board,6.21,50,4,3,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,131,0.2299242424242424
125548,2,45,12,2,45,Pixel Tactics,45,card game,hand management,7.11268,2021,3,2,1,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,148,-0.030729166666666675
125549,8,60,10,3,60,Infinity Dungeon: Peril without End,60,card game,co-operative play,6.21182,74,2,3,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,195,0.02972027972027971
125605,6,45,9,3,45,I'm the Boss!: The Card Game,45,card game,hand management,5.9878,150,3,2,1,Medium (31-60 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,182,-0.052506265664160404
125608,6,45,13,2,45,The Current Number of the Beast,45,dice,dice rolling,6.05584,113,1,2,0,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),Children's/Family,136,-0.06875
125609,4,45,10,1,45,Pixel Lincoln: The Deckbuilding Game,45,video game theme,deck / pool building,5.925,246,1,1,1,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Science Fiction/Futuristic,134,0.2845833333333333
125618,6,45,14,2,45,Libertalia,45,card game,hand management,7.26974,8862,2,4,0,Medium (31-60 minutes),Game Structure Mechanics,Teen (13+),Unknown/Miscellaneous,156,-0.012593984962406017
125658,4,45,14,1,45,Level 7 [Escape],45,horror,co-operative play,6.1299,685,2,4,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Teen (13+),Horror,179,-0.010479797979797967
125675,4,60,13,2,20,Doctor Who: The Card Game,60,card game,area control / area influence,5.85552,677,3,5,1,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),Unknown/Miscellaneous,248,-0.040297619047619054
125678,5,45,15,2,45,DC Comics Deck-Building Game,45,card game,deck / pool building,6.99817,4015,2,1,1,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Unknown/Miscellaneous,175,0.0011949855699855683
125752,6,120,12,2,120,Race! Formula 90,120,racing,card drafting,8.03906,605,2,3,1,Long (61-120 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Real-life/Simulation,278,0.05790550595238096
125765,4,1,6,2,1,Rock Paper Scissors Lizard Spock Dice,1,dice,dice rolling,4.72264,53,1,1,0,Short (0-30 minutes),Randomness & Chance Mechanics,Early Childhood (4-6),Children's/Family,208,0.2162037037037037
125832,13,68,13,3,68,Pittsburgh 68,68,card game,action point allowance system,5.87885,57,4,3,0,Long (61-120 minutes),Randomness & Chance Mechanics,Teen (13+),Unknown/Miscellaneous,219,0.04333333333333333
125854,4,45,10,2,45,Mars Needs Mechanics,45,economic,commodity speculation,5.95884,294,2,2,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Strategy,156,0.1125
125879,5,120,12,1,120,Fallen City of Karez,120,city building,dice rolling,4.58724,261,2,3,1,Long (61-120 minutes),Game Structure Mechanics,Pre-Teen (10-12),Real-life/Simulation,333,0.030113636363636356
125921,4,30,6,2,30,Catan: Junior,30,children's game,dice rolling,6.75101,1405,4,2,0,Short (0-30 minutes),Action & Movement Mechanics,Early Childhood (4-6),Children's/Family,422,0.08306451612903228
125924,6,30,8,2,30,Clubs,30,card game,press your luck,6.6096,656,1,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,398,0.08523809523809525
125936,1,40,12,1,40,Swing States 2012,40,educational,action point allowance system,7.10633,79,2,4,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Educational/Intellectual,154,0.015277777777777774
125943,6,120,13,3,90,Corporate America,120,economic,auction/bidding,7.32719,306,4,2,0,Long (61-120 minutes),Strategic Mechanics,Teen (13+),Strategy,233,-0.026531801531801544
125993,2,240,12,2,240,France '40,240,wargame,hex-and-counter,7.79958,240,2,1,0,Very Long (121-240 minutes),Unique Mechanics,Pre-Teen (10-12),Strategy,359,0.012585034013605438
125996,4,45,14,2,45,Mythic Battles,45,ancient,campaign / battle card driven,7.02735,249,4,3,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Teen (13+),History/War,165,0.09772727272727272
126000,5,45,8,2,45,Letnisko,45,card game,worker placement,6.75164,244,2,1,0,Medium (31-60 minutes),Other,Middle Childhood (7-9),Unknown/Miscellaneous,313,0.014947089947089959
126008,2,90,12,2,90,Dungeon Command: Blood of Gruumsh,90,card game,action point allowance system,7.6028,478,3,4,1,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,260,-0.10793650793650794
126021,4,0,0,2,0,Dropzone Commander,0,miniatures,dice rolling,7.72227,110,3,2,1,Short (0-30 minutes),Game Structure Mechanics,Toddler (0-3),Science Fiction/Futuristic,212,0.04416666666666667
126025,8,60,12,1,60,Rise of the Zombies!,60,card game,area movement,6.40978,138,4,3,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,219,0.02647058823529412
126042,5,200,14,1,40,Nations,200,card game,card drafting,7.76236,8125,3,2,1,Very Long (121-240 minutes),Game Structure Mechanics,Teen (13+),Unknown/Miscellaneous,357,0.09737012987012986
126076,5,40,10,3,40,Sheepdogs of Pendleton Hill,40,animals,action point allowance system,6.05673,150,1,3,1,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Other,209,0.14400000000000002
126100,10,120,13,1,120,Mythos Tales,120,deduction,co-operative play,7.80315,457,4,2,0,Long (61-120 minutes),Cooperative & Social Mechanics,Teen (13+),Mystery/Crime,220,-0.12407407407407407
126163,4,90,13,2,90,Tzolk'in: The Mayan Calendar,90,ancient,set collection,7.94181,17762,5,2,1,Long (61-120 minutes),Card & Pool Mechanics,Teen (13+),History/War,176,0.16503246753246753
126168,5,30,12,3,30,Oh no... INVASION!!!,30,card game,co-operative play,5.81304,92,2,2,0,Short (0-30 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,238,-0.04114069264069263
126206,6,30,10,3,30,Dragon Whisperer,30,card game,trick-taking,5.89437,71,2,1,1,Short (0-30 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,114,-0.0069444444444444475
126207,104,30,5,2,30,Deer in the Headlights Game,30,card game,dice rolling,4.65553,185,1,2,0,Short (0-30 minutes),Randomness & Chance Mechanics,Early Childhood (4-6),Unknown/Miscellaneous,77,0.08
126239,6,50,10,2,50,Twin Tin Bots,50,abstract strategy,action / movement programming,6.4877,579,5,3,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,230,-0.05519734172077924
126242,6,30,15,2,30,Hot Rod Creeps,30,racing,hand management,6.84,219,1,2,0,Short (0-30 minutes),Game Structure Mechanics,Teen (13+),Real-life/Simulation,233,0.11920544733044734
126274,4,120,12,2,120,Enclave: Zakon Krańca Świata,120,adventure,card drafting,6.7559,144,3,3,0,Long (61-120 minutes),Game Structure Mechanics,Pre-Teen (10-12),Fantasy/Adventure,835,0.09455492424242423
126340,4,30,8,1,30,Baldrick's Tomb,30,adventure,dice rolling,6.38125,96,2,3,1,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Fantasy/Adventure,159,-0.046825396825396805
126404,5,60,14,2,60,Area 1851,60,american west,area movement,6.50556,99,4,4,1,Medium (31-60 minutes),Action & Movement Mechanics,Teen (13+),History/War,231,0.21810606060606058
126426,1,60,13,1,60,A.D. 30,60,ancient,action point allowance system,6.87406,123,3,3,0,Medium (31-60 minutes),Action & Movement Mechanics,Teen (13+),History/War,282,-0.03399425287356322
126443,4,30,8,2,30,The Lord of the Rings: The Battle for Middle-Earth,30,card game,card drafting,5.19377,114,3,1,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,241,0.0650974025974026
126444,5,30,10,2,30,The Hobbit Card Game,30,card game,hand management,5.27231,1020,3,3,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,304,-0.03663265306122449
126550,2,60,14,2,60,Władca Areny,60,fantasy,action point allowance system,6.97027,74,2,7,0,Medium (31-60 minutes),Action & Movement Mechanics,Teen (13+),Fantasy/Adventure,581,0.10142045454545452
126613,12,120,12,2,120,"Warhammer 40,000 (sixth edition)",120,fighting,dice rolling,6.85667,303,3,3,1,Long (61-120 minutes),Game Structure Mechanics,Pre-Teen (10-12),Science Fiction/Futuristic,132,-0.09972727272727273
126703,6,0,8,2,0,Monopoly: World of Warcraft Collector's Edition,0,economic,auction/bidding,5.74292,106,4,4,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,327,0.17056818181818184
126728,4,5,6,2,5,Dice's Zoo,5,animals,campaign / battle card driven,5.73313,99,2,2,1,Short (0-30 minutes),Action & Movement Mechanics,Early Childhood (4-6),Children's/Family,90,0.17767857142857144
126750,4,20,8,2,20,Sky Tango,20,animals,hand management,6.39788,434,2,2,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,161,0.19
126789,5,0,10,2,0,Risk: Halo Legendary Edition,0,science fiction,area control / area influence,6.45275,109,3,3,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Science Fiction/Futuristic,179,0.0669421487603306
126792,4,120,13,2,60,Myrmes,120,animals,action point allowance system,7.34934,3731,3,4,1,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),Strategy,441,0.06291142719714148
126912,5,30,8,3,30,Lady Alice,30,bluffing,betting/wagering,6.36477,486,2,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Social/Party,480,-0.08978205702343635
126996,4,60,14,2,60,King's Forge,60,dice,deck / pool building,7.07617,980,3,3,1,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Children's/Family,174,0.08279720279720279
127023,5,120,13,2,90,Kemet,120,ancient,action point allowance system,7.77456,9205,4,5,1,Long (61-120 minutes),Action & Movement Mechanics,Teen (13+),History/War,214,0.15251236858379716
127024,6,30,13,1,30,Room 25,30,bluffing,action / movement programming,6.84388,3612,7,8,1,Short (0-30 minutes),Action & Movement Mechanics,Teen (13+),Social/Party,92,0.02633928571428571
127028,4,10,8,2,10,Tricks & Treats,10,card game,press your luck,6.20724,76,1,1,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,157,0.043333333333333335
127048,2,35,13,2,35,Penny Arcade: Paint The Line ECG – Red Tide,35,dice,deck / pool building,5.70612,98,5,4,0,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Children's/Family,152,0.08444444444444443
127060,4,120,12,2,60,Bora Bora,120,dice,dice rolling,7.60785,6482,1,3,1,Long (61-120 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Children's/Family,250,0.12232718894009219
127095,4,60,8,2,45,Origin,60,exploration,area control / area influence,6.80416,716,2,4,1,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Fantasy/Adventure,531,0.01017804775869292
127096,6,60,14,3,45,Metal Adventures,60,adventure,card drafting,6.43105,95,7,7,0,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),Fantasy/Adventure,308,0.14614946457051722
127127,5,30,15,2,30,The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,30,card game,deck / pool building,6.85562,1080,4,1,1,Short (0-30 minutes),Card & Pool Mechanics,Teen (13+),Unknown/Miscellaneous,485,0.1376095779220779
127129,2,40,15,2,40,Batman: Arkham City Escape,40,comic book / strip,action point allowance system,5.84522,175,3,5,1,Medium (31-60 minutes),Action & Movement Mechanics,Teen (13+),Entertainment/Pop Culture,210,0.20456349206349206
127134,4,20,6,2,20,Baobab,20,action / dexterity,hand management,6.17548,125,3,1,0,Short (0-30 minutes),Other,Early Childhood (4-6),Unknown/Miscellaneous,292,-0.020370370370370372
127188,6,30,7,2,30,Tweeeet,30,animals,modular board,6.25453,298,1,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Other,251,0.14423400673400674
127275,4,45,12,2,45,Fairy Land,45,animals,auction/bidding,6.62028,143,2,2,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,235,0.2871400338791643
127282,5,100,13,2,100,Al Rashid,100,arabian,area control / area influence,6.73486,327,2,4,0,Long (61-120 minutes),Strategic Mechanics,Teen (13+),Unknown/Miscellaneous,583,0.1459219858156028
127312,4,45,8,2,45,Enigma,45,adventure,pattern recognition,6.55282,556,3,2,0,Medium (31-60 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Fantasy/Adventure,158,0.016540404040404036
127398,4,90,10,2,60,Legends of Andor,90,adventure,area movement,7.32994,7785,4,4,1,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,227,0.09082934609250398
127432,4,30,8,2,30,Columba,30,abstract strategy,area control / area influence,7.10098,102,3,3,1,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Strategy,335,0.002073365231259961
127433,4,90,10,2,60,Dahschur: Die Rote Pyramide,90,ancient,commodity speculation,6.86923,52,2,7,1,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),History/War,488,0.03865508365508367
127436,4,60,10,2,60,Der Hobbit: Eine unerwartete Reise – Das Spiel zum Film,60,card game,co-operative play,5.6966,162,4,4,1,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,249,-0.11666666666666668
127438,4,45,8,2,45,Star Wars: Angriff der Klonkrieger,45,movies / tv / radio theme,co-operative play,6.46764,156,2,1,0,Medium (31-60 minutes),Cooperative & Social Mechanics,Middle Childhood (7-9),Entertainment/Pop Culture,213,0.03324675324675325
127493,6,120,12,2,120,Bolt Action,120,book,action point allowance system,7.71685,279,4,5,1,Long (61-120 minutes),Game Structure Mechanics,Pre-Teen (10-12),Entertainment/Pop Culture,112,0.20156249999999998
127518,4,180,12,1,180,A Distant Plain,180,modern warfare,area control / area influence,8.02823,827,2,5,0,Very Long (121-240 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Real-life/Simulation,318,-0.004018954018954024
127561,4,60,13,1,30,Resident Evil Deck Building Game: Mercenaries,60,card game,card drafting,7.16187,198,4,3,1,Medium (31-60 minutes),Game Structure Mechanics,Teen (13+),Unknown/Miscellaneous,172,-0.46124401913875596
127589,5,30,10,2,30,Slavika,30,card game,area control / area influence,6.00013,396,4,2,1,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,231,0.13495670995670994
127646,15,20,12,2,20,Black Stories: Mittelalter Edition,20,card game,storytelling,5.9525,60,7,1,0,Short (0-30 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,77,0.027489177489177494
127648,15,20,17,2,20,Black Stories: Sex and Crime Edition,20,card game,storytelling,5.98389,90,7,1,0,Short (0-30 minutes),Cooperative & Social Mechanics,Teen (13+),Unknown/Miscellaneous,66,-0.1282312925170068
127748,4,45,8,2,45,Alliances,45,card game,area control / area influence,4.68316,57,1,5,1,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,171,0.07039682539682542
127784,4,15,8,1,15,Suspend,15,action / dexterity,dice rolling,6.42596,438,1,1,0,Short (0-30 minutes),Randomness & Chance Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,110,0.019999999999999997
127798,4,60,10,2,60,Express 01,60,card game,hand management,5.16712,146,4,3,1,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,156,-0.035242733457019185
127839,4,30,13,1,30,"Mage Tower, A Tower Defense Card Game",30,card game,card drafting,6.67373,157,2,3,0,Short (0-30 minutes),Card & Pool Mechanics,Teen (13+),Unknown/Miscellaneous,151,-0.09833333333333334
127883,5,150,14,3,150,Colonies,150,civilization,trading,7.09712,52,4,2,0,Very Long (121-240 minutes),Strategic Mechanics,Teen (13+),Strategy,368,0.259012539184953
127920,6,45,10,2,45,Kanzume Goddess,45,card game,deck / pool building,6.61272,349,2,3,1,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,240,0.08714285714285713
127981,2,30,13,1,30,Dungeon Heroes,30,bluffing,action point allowance system,6.44645,282,5,6,1,Short (0-30 minutes),Action & Movement Mechanics,Teen (13+),Social/Party,121,0.1169753086419753
127994,4,60,13,2,60,Heroes of Metro City,60,card game,deck / pool building,5.89326,215,3,3,1,Medium (31-60 minutes),Card & Pool Mechanics,Teen (13+),Unknown/Miscellaneous,190,0.12916666666666665
127997,4,30,8,2,30,Qin,30,abstract strategy,area control / area influence,6.80599,1564,3,4,1,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Strategy,110,-0.00551948051948052
128011,6,150,12,2,60,Extra! Extra!,150,card game,auction/bidding,6.79521,165,1,4,1,Very Long (121-240 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,126,0.05178571428571428
128028,2,15,14,2,15,CLASH: Jihad vs. McWorld,15,abstract strategy,area control / area influence,5.53993,134,4,3,0,Short (0-30 minutes),Strategic Mechanics,Teen (13+),Strategy,108,-0.08181818181818185
128063,5,60,14,2,45,Uchronia,60,ancient,card drafting,6.58176,943,4,4,1,Medium (31-60 minutes),Game Structure Mechanics,Teen (13+),History/War,493,0.1713027963027963
128098,2,60,10,2,60,Clash of Wills: Shiloh 1862,60,american civil war,area control / area influence,6.89942,86,2,3,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),History/War,140,0.007031249999999996
128114,4,45,10,1,45,Hooyah: Navy Seals Card Game,45,card game,card drafting,6.30474,194,1,5,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,153,0.00503663003663007
128137,6,45,10,2,45,Damage Report,45,real-time,co-operative play,6.56468,216,2,5,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,205,0.04483525733525734
